city,time,latitude,longitude,summary,precipIntensity,precipIntensityMax,precipProbability,precipType,temperatureMin,temperatureMax,dewPoint,humidity,pressure,windSpeed,cloudCover,visibility
Mangalore,2019-04-06 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0028,0.009,0.09,rain,25.77,33.47,24.31,0.74,1010.8,3.07,0.33,6.248
Mangalore,2019-05-15 00:00:00,12.9141,74.856,Humid throughout the day.,0.0012,0.0097,0.01,rain,26.95,34.3,22.75,0.65,1010.5,3.48,0.31,7.01
Mangalore,2019-06-16 00:00:00,12.9141,74.856,Humid throughout the day.,0.2714,0.6225,0.49,rain,26.19,32.13,24.92,0.78,1010.3,2.32,0.5,6.523
Mangalore,2019-03-11 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0006,0.0031,0.04,rain,24.87,33.81,21.41,0.66,1013.6,3.2,0.33,6.616
Mangalore,2018-11-22 00:00:00,12.9141,74.856,"Possible light rain until night, starting again in the afternoon.",0.2459,1.5588,0.63,rain,24.55,34.68,22.28,0.66,1013.1,2.76,0.47,7.843
Mangalore,2019-07-17 00:00:00,12.9141,74.856,Light rain and humid throughout the day.,0.8789,2.298,0.99,rain,24.05,27.9,23.62,0.86,1007.3,2.83,0.72,5.479
Mangalore,2018-08-17 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,23.97,29.66,23.61,0.87,,4,0.75,5.046
Mangalore,2018-07-05 00:00:00,12.9141,74.856,Humid and foggy throughout the day.,,,,,23.07,26.73,22.82,0.9,,2.49,0.75,3.846
Mangalore,2018-12-20 00:00:00,12.9141,74.856,Foggy in the morning.,0.0014,0.0072,0.05,rain,22.09,32.36,20.38,0.69,1012.7,1.68,0.33,6.662
Mangalore,2019-01-14 00:00:00,12.9141,74.856,Clear throughout the day.,0.001,0.0041,0.04,rain,21.13,34.28,18.09,0.63,1012.7,2.22,0,6.395
Mangalore,2019-02-11 00:00:00,12.9141,74.856,Humid throughout the day.,0.0018,0.0051,0.06,rain,23.95,36.17,19.86,0.6,1013.9,3.07,0.09,6.526
Mangalore,2018-09-17 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,25.03,31.79,23.39,0.79,,2.07,0.45,6.106
Mangalore,2019-10-21 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.5225,3.8563,1,rain,23.13,30.93,22.91,0.81,1010,3.05,0.7,5.963
Mangalore,2019-04-06 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0028,0.009,0.09,rain,25.77,33.47,24.31,0.74,1010.8,3.07,0.33,6.248
Mangalore,2019-06-27 00:00:00,12.9141,74.856,Possible light rain and humid throughout the day.,0.7769,1.1246,0.81,rain,26.95,31.12,24.03,0.73,1009.2,4.9,0.52,7.671
Mangalore,2019-10-26 00:00:00,12.9141,74.856,Light rain in the morning and afternoon.,0.479,2.1694,0.97,rain,23,30.17,22.67,0.82,1011.3,3.3,0.72,6.592
Mangalore,2019-03-20 00:00:00,12.9141,74.856,Humid throughout the day.,0.0002,0.002,0.02,rain,24.79,33.56,20.38,0.61,1011.8,2.9,0.19,8.014
Mangalore,2018-07-19 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.02,26.74,23.08,0.91,,2.8,0.75,4.029
Mangalore,2019-11-01 00:00:00,12.9141,74.856,Humid throughout the day.,0.0186,0.1225,0.15,rain,22.17,31.76,21.98,0.75,1011.2,2.54,0.21,7.148
Mangalore,2018-11-17 00:00:00,12.9141,74.856,"Light rain until night, starting again in the afternoon.",0.4871,2.4851,0.79,rain,24.08,33.75,22.71,0.72,1011.1,2.27,0.51,5.874
Mangalore,2019-06-27 00:00:00,12.9141,74.856,Possible light rain and humid throughout the day.,0.7769,1.1246,0.81,rain,26.95,31.12,24.03,0.73,1009.2,4.9,0.52,7.671
Mangalore,2019-10-26 00:00:00,12.9141,74.856,Light rain in the morning and afternoon.,0.479,2.1694,0.97,rain,23,30.17,22.67,0.82,1011.3,3.3,0.72,6.592
Mangalore,2019-04-06 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0028,0.009,0.09,rain,25.77,33.47,24.31,0.74,1010.8,3.07,0.33,6.248
Mangalore,2018-07-19 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.02,26.74,23.08,0.91,,2.8,0.75,4.029
Mangalore,2019-10-21 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.5225,3.8563,1,rain,23.13,30.93,22.91,0.81,1010,3.05,0.7,5.963
Mangalore,2018-11-17 00:00:00,12.9141,74.856,"Light rain until night, starting again in the afternoon.",0.4871,2.4851,0.79,rain,24.08,33.75,22.71,0.72,1011.1,2.27,0.51,5.874
Mangalore,2018-09-17 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,25.03,31.79,23.39,0.79,,2.07,0.45,6.106
Mangalore,2019-11-01 00:00:00,12.9141,74.856,Humid throughout the day.,0.0186,0.1225,0.15,rain,22.17,31.76,21.98,0.75,1011.2,2.54,0.21,7.148
Mangalore,2019-03-20 00:00:00,12.9141,74.856,Humid throughout the day.,0.0002,0.002,0.02,rain,24.79,33.56,20.38,0.61,1011.8,2.9,0.19,8.014
Mangalore,2019-10-26 00:00:00,12.9141,74.856,Light rain in the morning and afternoon.,0.479,2.1694,0.97,rain,23,30.17,22.67,0.82,1011.3,3.3,0.72,6.592
Mangalore,2019-04-06 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0.0028,0.009,0.09,rain,25.77,33.47,24.31,0.74,1010.8,3.07,0.33,6.248
Mangalore,2018-07-19 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.02,26.74,23.08,0.91,,2.8,0.75,4.029
Mangalore,2018-09-17 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,25.03,31.79,23.39,0.79,,2.07,0.45,6.106
Mangalore,2019-03-20 00:00:00,12.9141,74.856,Humid throughout the day.,0.0002,0.002,0.02,rain,24.79,33.56,20.38,0.61,1011.8,2.9,0.19,8.014
Mangalore,2019-10-21 00:00:00,12.9141,74.856,Rain and humid throughout the day.,1.5225,3.8563,1,rain,23.13,30.93,22.91,0.81,1010,3.05,0.7,5.963
Mangalore,2019-11-01 00:00:00,12.9141,74.856,Humid throughout the day.,0.0186,0.1225,0.15,rain,22.17,31.76,21.98,0.75,1011.2,2.54,0.21,7.148
Mangalore,2019-06-27 00:00:00,12.9141,74.856,Possible light rain and humid throughout the day.,0.7769,1.1246,0.81,rain,26.95,31.12,24.03,0.73,1009.2,4.9,0.52,7.671
Mangalore,2018-11-17 00:00:00,12.9141,74.856,"Light rain until night, starting again in the afternoon.",0.4871,2.4851,0.79,rain,24.08,33.75,22.71,0.72,1011.1,2.27,0.51,5.874
Mangalore,2017-07-01 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.07,29.87,24.11,0.87,,2.49,0.73,4.642
Mangalore,2017-12-14 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.08,33.72,21.02,0.66,,2.35,0.07,6.289
Mangalore,2017-03-15 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,25.03,31.79,22.15,0.69,,2.7,0.42,7.045
Mangalore,2018-06-18 00:00:00,12.9141,74.856,Humid and foggy throughout the day.,,,,,24.08,26.84,23.26,0.9,,2.44,0.65,3.022
Mangalore,2018-04-26 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,26.04,35.73,23.81,0.69,,3.29,0.25,6.7
Mangalore,2018-07-19 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.02,26.74,23.08,0.91,,2.8,0.75,4.029
Mangalore,2018-04-24 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,27.11,33.8,24.61,0.72,,2.64,0.41,6.004
Mangalore,2017-08-15 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.03,29.41,23.48,0.84,,1.92,0.62,5.672
Mangalore,2017-04-18 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,28.06,34.82,24.05,0.68,,2.38,0.35,6.477
Mangalore,2017-08-29 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.08,29.79,24.41,0.87,,1.69,0.58,5.478
Mangalore,2017-05-04 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,27.07,34.69,24.27,0.7,,2.24,0.31,5.916
Mangalore,2017-07-18 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,23.79,29.84,24.18,0.87,,4.48,0.75,4.394
Mangalore,2017-10-14 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.08,29.71,23.71,0.87,,1.95,0.75,4.262
Mangalore,2017-11-21 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,26.09,34.72,24.06,0.74,,1.95,0.2,4.903
Mangalore,2017-04-14 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,26.16,34.82,22.8,0.65,,2.19,0.36,6.004
Mangalore,2018-03-21 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,26.02,33.84,22.29,0.67,,2.82,0.18,6.787
Mangalore,2017-06-01 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.59,31.73,24.4,0.86,,2.77,0.68,5.107
Mangalore,2017-09-03 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,26.09,31.79,24.82,0.82,,2.09,0.42,5.219
Mangalore,2018-05-01 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,28.04,34.71,24.27,0.69,,3.22,0.4,6.526
Mangalore,2017-02-26 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,25.07,36.73,22.85,0.7,,2.38,0.19,5.786
Mangalore,2017-10-16 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,25.08,31.84,24.23,0.82,,2.06,0.51,6.613
Mangalore,2018-04-12 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,26.12,34.96,23.59,0.68,,2.94,0.34,6.308
Mangalore,2017-06-06 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,0,0,0,,23.07,29.71,22.75,0.81,,2.57,0.75,6.477
Mangalore,2017-03-10 00:00:00,12.9141,74.856,Clear throughout the day.,0,0,0,,23.15,33.72,19.53,0.61,,3.27,0.18,6.609
Mangalore,2017-06-04 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.65,31.86,24.56,0.84,,2.4,0.4,6.045
Mangalore,2017-05-26 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,27.03,33.79,24.45,0.72,,2.59,0.52,6.619
Mangalore,2017-02-28 00:00:00,12.9141,74.856,Clear throughout the day.,0,0,0,,21.14,38.77,16.18,0.5,,2.3,0.14,6.489
Mangalore,2017-06-20 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.08,28.86,24.07,0.88,,1.49,0.54,4.962
Mangalore,2017-12-16 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,23.07,34.94,19.47,0.63,,2.56,0.11,5.612
Mangalore,2017-03-26 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,24.91,33.94,24.34,0.75,,2.38,0.35,6.099
Mangalore,2017-12-11 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.07,31.79,22.7,0.76,,1.89,0.24,4.88
Mangalore,2017-06-21 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.03,31.79,24.4,0.81,,2.85,0.47,5.905
Mangalore,2017-07-20 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.03,30.82,24.1,0.84,,3.41,0.7,4.767
Mangalore,2017-08-28 00:00:00,12.9141,74.856,Humid and foggy throughout the day.,0,0,0,,24.09,27.7,23.78,0.9,,2.38,0.82,3.748
Mangalore,2018-04-13 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,26.88,34.7,23.88,0.68,,2.63,0.24,6.613
Mangalore,2017-10-07 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,25.08,31.79,24.41,0.81,,2.65,0.49,6.027
Mangalore,2018-05-19 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,21.75,29.79,23.17,0.81,,2.04,0.61,6.221
Mangalore,2017-09-29 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.08,28.79,24.05,0.86,,2.12,0.76,4.443
Mangalore,2017-09-18 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,25.07,29.79,24.22,0.82,,3.62,0.5,6.352
Mangalore,2017-10-31 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,25.03,33.86,22.68,0.69,,1.86,0.25,5.753
Mangalore,2017-12-07 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,23.15,32.93,22.12,0.73,,1.97,0.15,6.613
Mangalore,2017-09-23 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.15,31.72,23.57,0.78,,2.66,0.4,6.042
Mangalore,2017-10-22 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,22.04,31.72,21.53,0.75,,2.06,0.24,5.068
Mangalore,2017-06-09 00:00:00,12.9141,74.856,Humid and foggy throughout the day.,0,0,0,,23.85,28.75,23.54,0.91,,2.69,0.84,3.713
Mangalore,2018-01-28 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,22.16,32.78,20.34,0.69,,2.23,0.04,5.111
Mangalore,2018-03-31 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,26.09,34.82,23.42,0.7,,2.6,0.27,8.351
Mangalore,2017-02-21 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,26.09,33.84,22.97,0.72,,2.52,0.19,6.004
Mangalore,2017-04-25 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,26.09,34.84,23.48,0.68,,3.13,0.29,6.477
Mangalore,2017-04-23 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,26.04,34.69,23.16,0.67,,2.71,0.27,6.955
Mangalore,2017-09-02 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,26.09,30.79,24.46,0.81,,1.84,0.65,6.219
Mangalore,2018-06-11 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,26.14,30.78,25.17,0.8,,5.34,0.56,5.793
Mangalore,2018-04-19 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,0,0,0,,23.07,34.7,23.39,0.76,,2.98,0.59,6.178
Mangalore,2018-05-29 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,24.08,28.72,23.95,0.86,,2.74,0.75,5.741
Mangalore,2017-12-17 00:00:00,12.9141,74.856,Clear throughout the day.,0,0,0,,22.16,32.86,16.79,0.54,,3.31,0.06,5.954
Mangalore,2017-11-09 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.03,33.79,21.85,0.71,,1.72,0.29,5.542
Mangalore,2019-11-01 00:00:00,12.9141,74.856,Humid throughout the day.,0.0186,0.1225,0.15,rain,22.22,31.76,22.07,0.75,1011.2,2.54,0.21,7.148
Mangalore,2018-06-09 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,,,,,26.09,30.9,25.17,0.84,,5.62,0.71,5.132
Mangalore,2017-06-14 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,25.08,30.97,24.58,0.83,,2.12,0.39,5.34
Mangalore,2017-07-03 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,23.02,28.87,23.89,0.88,,1.95,0.76,4.873
Mangalore,2017-09-28 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.09,29.71,23.39,0.85,,1.33,0.75,5.37
Mangalore,2018-05-13 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,0,0,0,,24.02,33.72,22.64,0.75,,2.7,0.69,6.178
Mangalore,2018-05-28 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,23.13,26.74,23.43,0.91,,3.79,0.8,3.827
Mangalore,2018-06-12 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.15,30.78,24.78,0.83,,4.37,0.61,5.813
Mangalore,2017-07-19 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,22.16,30.81,23.84,0.81,,4.41,0.68,5.783
Mangalore,2018-03-01 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,22.11,36.75,20.75,0.62,,2.06,0.05,6.352
Mangalore,2018-02-09 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,25.01,36.73,21.18,0.66,,2.37,0.5,6.405
Mangalore,2017-06-13 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,25.08,31.79,24.45,0.79,,2.61,0.49,6.195
Mangalore,2018-04-03 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.13,34.69,22.75,0.69,,2.89,0.22,7.569
Mangalore,2017-12-29 00:00:00,12.9141,74.856,Clear throughout the day.,0,0,0,,19.93,36.73,17.12,0.59,,2.16,0.06,6.004
Mangalore,2017-07-25 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,25.15,29.79,24.64,0.82,,2.92,0.35,6.219
Mangalore,2018-01-13 00:00:00,12.9141,74.856,Foggy in the morning.,0,0,0,,23.15,35.71,19.35,0.62,,2.57,0.06,5.847
Mangalore,2017-06-23 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,23.92,27.82,24.01,0.91,,2.13,0.73,3.827
Mangalore,2017-04-30 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,26.02,34.91,22.86,0.68,,2.49,0.24,5.83
Mangalore,2017-11-20 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,25.08,33.79,24.06,0.77,,1.78,0.2,5.568
Mangalore,2017-06-16 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.05,28.93,23.72,0.85,,1.58,0.75,4.935
Mangalore,2018-03-03 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,23.69,35.38,22.8,0.69,,2.42,0.15,5.699
Mangalore,2017-08-02 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.08,28.73,23.99,0.87,,2.55,0.68,4.435
Mangalore,2017-11-14 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,23.15,31.73,20.39,0.67,,2.26,0.46,5.612
Mangalore,2017-03-12 00:00:00,12.9141,74.856,Clear throughout the day.,0,0,0,,22.93,33.94,19.54,0.61,,2.86,0.11,8.089
Mangalore,2018-01-07 00:00:00,12.9141,74.856,Clear throughout the day.,0,0,0,,19.81,33.33,18.21,0.63,,2.37,0.05,5.743
Mangalore,2017-10-26 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,24.65,31.79,23.21,0.79,,2.23,0.55,5.786
Mangalore,2017-04-22 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,27,35.02,22.72,0.66,,2.75,0.21,7.047
Mangalore,2017-10-06 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,23.07,31.72,23.48,0.82,,2.39,0.52,4.534
Mangalore,2018-02-17 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,22.16,34.69,20.74,0.68,,2.09,0.06,6.177
Mangalore,2018-04-06 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,27.04,35.77,24.6,0.72,,2.45,0.3,6.178
Mangalore,2017-11-10 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,23.07,32.71,20.76,0.68,,1.82,0.3,5.569
Mangalore,2017-07-23 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.03,29.79,24.25,0.83,,2.55,0.43,5.489
Mangalore,2017-06-28 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,23.07,30.73,23.66,0.88,,2.45,0.71,4.452
Mangalore,2017-02-08 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,23.15,33.88,21.52,0.68,,2.46,0.08,5.813
Mangalore,2017-06-11 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.06,26.79,24.11,0.91,,2.35,0.78,2.967
Mangalore,2019-03-20 00:00:00,12.9141,74.856,Humid throughout the day.,0.0002,0.002,0.02,rain,24.81,33.65,20.53,0.61,1011.8,2.9,0.19,8.014
Mangalore,2017-02-12 00:00:00,12.9141,74.856,Clear throughout the day.,0,0,0,,22.16,35.71,17.61,0.57,,2.33,0.05,6.261
Mangalore,2018-05-09 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,23.85,32.71,23.89,0.77,,2.47,0.65,6.677
Mangalore,2017-08-11 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.1,30.8,23.12,0.79,,1.87,0.6,6.279
Mangalore,2018-04-29 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,27,33.72,24.92,0.74,,3.02,0.43,6.7
Mangalore,2017-07-29 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.97,29.85,24.27,0.84,,1.62,0.4,4.864
Mangalore,2017-10-25 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,24.08,31.84,23.13,0.79,,2.01,0.38,5.568
Mangalore,2017-10-20 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.03,30.83,23.2,0.78,,2.04,0.43,5.718
Mangalore,2017-11-03 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,24.08,33.86,21.93,0.68,,2.26,0.44,5.353
Mangalore,2017-11-28 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.68,33.79,20.3,0.61,,2.88,0.19,6.48
Mangalore,2017-07-08 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.08,30.72,23.49,0.83,,2.13,0.68,5.52
Mangalore,2017-05-18 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,22.14,32.81,22.56,0.73,,2.4,0.73,6.515
Mangalore,2018-02-08 00:00:00,12.9141,74.856,Mostly cloudy throughout the day.,0,0,0,,24.03,33.72,20.03,0.62,,2.47,0.7,6.96
Mangalore,2017-11-08 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,25.08,33.84,23.91,0.78,,1.5,0.41,5.959
Mangalore,2017-06-22 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.65,30.85,24.34,0.82,,3.26,0.37,5.097
Mangalore,2017-04-12 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,27.98,34.77,24.39,0.69,,2.58,0.45,6.683
Mangalore,2017-08-23 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,0,0,0,,24.03,30.7,23.57,0.83,,2.09,0.73,5.601
Mangalore,2018-05-16 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,25.15,34.31,24.92,0.75,,2.76,0.4,6.578
Mangalore,2017-12-12 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,25.09,30.83,21.93,0.74,,2.2,0.24,6.004
Mangalore,2017-06-10 00:00:00,12.9141,74.856,Humid and foggy throughout the day.,0,0,0,,23.92,25.79,23.4,0.92,,2.67,0.92,2.897
Mangalore,2017-03-11 00:00:00,12.9141,74.856,Clear throughout the day.,0,0,0,,22.94,32.78,18,0.57,,3.4,0.12,7.995
Mangalore,2017-08-12 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.03,30.7,24.21,0.85,,1.34,0.6,5.334
Mangalore,2018-02-18 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,22.98,33.91,21.99,0.71,,2.39,0.15,5.394
Mangalore,2017-05-15 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,26.04,35.84,24.07,0.69,,2.53,0.28,6.695
Mangalore,2018-02-16 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,23.98,35.73,20.84,0.65,,2.16,0.1,5.916
Mangalore,2017-11-12 00:00:00,12.9141,74.856,Clear throughout the day.,0,0,0,,21.09,32.78,18.57,0.64,,1.34,0.17,6.482
Mangalore,2017-08-01 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,25.15,29.79,24.17,0.81,,2.35,0.45,5.408
Mangalore,2017-02-07 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,23.12,32.94,20.77,0.68,,2.83,0.02,5.96
Mangalore,2017-03-18 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.03,33.79,22.91,0.71,,2.72,0.26,5.654
Mangalore,2017-08-07 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,25.08,30.78,24.18,0.81,,1.81,0.57,5.621
Mangalore,2018-06-14 00:00:00,12.9141,74.856,Humid throughout the day.,,,,,24.08,31.09,24.2,0.87,,2.27,0.54,4.208
Mangalore,2017-10-21 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,23.07,31.72,22.13,0.77,,1.76,0.25,4.697
Mangalore,2017-12-08 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,23.02,31.79,23.01,0.78,,2.34,0.25,4.872
Mangalore,2017-06-29 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.08,30.7,23.99,0.88,,2.76,0.71,4.258
Mangalore,2017-04-17 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,27.07,34.84,23.73,0.68,,2.47,0.33,6.856
Mangalore,2018-01-10 00:00:00,12.9141,74.856,Clear throughout the day.,0,0,0,,23.74,33.78,20.75,0.63,,2.24,0.11,6.242
Mangalore,2017-10-03 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,25.09,31.72,24.18,0.81,,2.1,0.48,5.49
Mangalore,2017-11-06 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,23.65,32.86,23.24,0.82,,2.3,0.59,5.829
Mangalore,2017-07-14 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,23,25.81,22.68,0.9,,1.28,0.76,3.247
Mangalore,2017-02-17 00:00:00,12.9141,74.856,Clear throughout the day.,0,0,0,,20.97,36.75,16.36,0.52,,2.19,0.01,6.004
Mangalore,2017-11-13 00:00:00,12.9141,74.856,Foggy in the morning.,0,0,0,,23,31.84,20.21,0.68,,2.26,0.32,5.699
Mangalore,2017-08-24 00:00:00,12.9141,74.856,Humid and mostly cloudy throughout the day.,0,0,0,,22.96,29.71,23.57,0.85,,1.97,0.77,5.958
Mangalore,2017-04-20 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,28.03,34.84,24.55,0.69,,2.8,0.43,6.856
Mangalore,2017-04-04 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,27.01,33.79,23.13,0.67,,2.27,0.24,7.331
Mangalore,2018-04-25 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,27.15,34.79,23.59,0.66,,3.33,0.26,6.645
Mangalore,2018-03-02 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,22.62,35.05,21.13,0.64,,2.44,0.07,5.96
Mangalore,2017-03-02 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,22.14,35.71,20.57,0.64,,2.46,0.11,6.436
Mangalore,2017-02-10 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,25.08,32.71,22.22,0.71,,2.42,0.26,5.655
Mangalore,2018-05-05 00:00:00,12.9141,74.856,Humid and partly cloudy throughout the day.,0,0,0,,27.02,33.86,25.2,0.75,,2.7,0.32,6.787
Mangalore,2017-03-09 00:00:00,12.9141,74.856,Humid throughout the day.,0,0,0,,24.03,33.85,19.35,0.6,,2.93,0.17,6.004
